Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,io.jhdf.checksum,JenkinsLookup3HashLittle,finalMix,Magic Number,The method contains a magic number: 14,113
.,io.jhdf.checksum,JenkinsLookup3HashLittle,finalMix,Magic Number,The method contains a magic number: 24,113
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Complex Method,Cyclomatic complexity of the method is 15,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 12,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 16,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 24,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 16,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 24,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 16,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 24,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 4,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 6,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 16,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 19,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 4,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 12,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 11,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 24,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 11,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 10,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 16,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 10,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 9,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 9,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 7,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 24,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 7,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 6,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 16,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 6,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 5,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 5,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 4,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 4,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 3,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 24,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 3,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 2,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 16,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 2,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Magic Number,The method contains a magic number: 8,132
.,io.jhdf.checksum,JenkinsLookup3HashLittle,hash,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5b1adeef,132
.,io.jhdf.checksum,ChecksumUtilsTest,testChecksumAtEndOfBufferValidatesSuccessfully,Magic Number,The method contains a magic number: 4,34
.,io.jhdf.checksum,ChecksumUtilsTest,testValidationFailsWhenChecksumIsInvalid,Magic Number,The method contains a magic number: 4,43
.,io.jhdf.dataset.chunked,ChunkedDatasetBase,ChunkedDatasetBase,Long Parameter List,The method has 5 parameters. ,42
.,io.jhdf.dataset.chunked,ChunkedDatasetBase,fillDataFromChunk,Long Parameter List,The method has 7 parameters. ,47
.,io.jhdf.dataset.chunked,ChunkedDatasetBase,fillDataFromChunk,Long Statement,The length of the statement "System.arraycopy(chunkData`chunkInternalOffsets[i]`dataArray`(dataOffsets[i] + initialChunkOffset) * elementSize`length);" is 121.,47
.,io.jhdf.dataset.chunked,ChunkedDatasetBase,fillDataFromChunk,Long Statement,The length of the statement "final int length=elementSize * Math.min(fastestChunkDim`fastestChunkDim - (chunkOffset[highestDimIndex] + chunkDimensions[highestDimIndex] - getDimensions()[highestDimIndex]));" is 176.,47
.,io.jhdf.dataset.chunked,ChunkedDatasetBase,fillDataFromChunk,Long Statement,The length of the statement "System.arraycopy(chunkData`chunkInternalOffsets[i]`dataArray`(dataOffsets[i] + initialChunkOffset) * elementSize`length);" is 121.,47
.,io.jhdf.dataset.chunked,ChunkedDatasetBase,getDataBuffer,Long Statement,The length of the statement "chunks.parallelStream().forEach(chunk -> fillDataFromChunk(chunk`dataArray`chunkDimensions`chunkInternalOffsets`dataOffsets`fastestChunkDim`elementSize));" is 154.,144
.,io.jhdf.dataset.chunked,ChunkedDatasetV3,ChunkedDatasetV3,Long Parameter List,The method has 5 parameters. ,46
.,io.jhdf.dataset.chunked,ChunkedDatasetV4,ChunkedDatasetV4,Long Parameter List,The method has 5 parameters. ,44
.,io.jhdf.dataset.chunked.indexing,ChunkImpl,toString,Long Statement,The length of the statement "return "ChunkImpl{" + "address=" + address + "` size="+ size+ "` chunkOffset="+ Arrays.toString(chunkOffset)+ "` filterMask="+ filterMask+ '}';" is 143.,58
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayIndex,ExtensibleArrayIndex,Long Identifier,The length of the field EXTENSIBLE_ARRAY_HEADER_SIGNATURE is 33.,73
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayIndex,ExtensibleArrayIndex,Long Identifier,The length of the field minNumberOfElementsInDataBlock is 30.,73
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayIndex,ExtensibleArrayIndex,Long Identifier,The length of the field maxNumberOfElementsInDataBlockPageBits is 38.,73
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayIndex,ExtensibleArrayIndex,Magic Number,The method contains a magic number: 16,73
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayIndex,ExtensibleArrayIndex,Magic Number,The method contains a magic number: 6,73
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayIndex,ExtensibleArrayIndex,Magic Number,The method contains a magic number: 8,73
.,io.jhdf.dataset.chunked.indexing,FixedArrayIndex,FixedArrayIndex,Magic Number,The method contains a magic number: 12,46
.,io.jhdf.dataset.chunked.indexing,FixedArrayIndex,FixedArrayIndex,Magic Number,The method contains a magic number: 4,46
.,io.jhdf.dataset.chunked.indexing,SingleChunkIndex,SingleChunkIndex,Long Statement,The length of the statement "this.singleChunk=new ChunkImpl(layoutMessageV4.getAddress()`layoutMessageV4.getSizeOfFilteredSingleChunk()`chunkOffset`layoutMessageV4.getFilterMaskFilteredSingleChunk());" is 171.,23
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 2,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 2,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 2,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 16,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 16,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 16,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 32,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 32,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 32,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 64,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 64,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 64,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 64,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 64,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 64,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 128,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterWith16,Magic Number,The method contains a magic number: 256,56
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterToString,Long Statement,The length of the statement "assertThat(eac.toString()`is(equalTo("ExtensibleArrayCounter{minNumberOfElementsInDataBlock=16` blockSizeMultiplier=1` numberOfBlocks=1` blockCounter=0` increaseNumberOfBlocksNext=false}")));" is 191.,92
.,io.jhdf.dataset.chunked.indexing,ExtensibleArrayCounterTest,testExtensibleArrayCounterToString,Magic Number,The method contains a magic number: 16,92
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Long Statement,The length of the statement "ExtensibleArrayIndex.ExtensibleArraySecondaryBlockPointerCounter sbpc=new ExtensibleArrayIndex.ExtensibleArraySecondaryBlockPointerCounter(1);" is 142.,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 2,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 2,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 4,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 8,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 16,20
.,io.jhdf.dataset.chunked.indexing,ExtensibleArraySecondaryBlockPointerCounter,testExtensibleArrayCounter,Magic Number,The method contains a magic number: 16,20
